subj_idx,change_number,rhythm,response,rt,x1,x2,x3,x4,x5,x6
8,4,1,1,0.421112000010908,0,0,1,0,0,1
8,4,1,1,0.810363300028257,0,0,1,0,0,1
8,4,1,1,0.45443919999525,0,0,1,0,0,1
8,2,0,0,0.761127599980682,0,1,0,0,0,0
8,2,1,1,0.45998669997789,0,1,0,0,1,0
8,2,1,1,0.563219999952707,0,1,0,0,1,0
8,2,0,1,0.692666500050109,0,1,0,0,0,0
8,4,1,1,1.47247139998944,0,0,1,0,0,1
8,2,1,1,0.974442100035958,0,1,0,0,1,0
8,2,0,1,0.43278619996272,0,1,0,0,0,0
8,2,1,1,3.313822600001,0,1,0,0,1,0
8,0,0,1,0.637173599970993,1,0,0,0,0,0
8,2,1,1,0.326060499995947,0,1,0,0,1,0
8,0,1,1,1.02850860002218,1,0,0,1,0,0
8,2,0,1,0.861034100002144,0,1,0,0,0,0
8,2,0,0,2.54318679997232,0,1,0,0,0,0
8,4,0,1,0.696081099973526,0,0,1,0,0,0
8,2,0,0,1.90296460001264,0,1,0,0,0,0
8,2,1,1,0.512895299994852,0,1,0,0,1,0
8,4,0,1,1.24168450001162,0,0,1,0,0,0
8,4,0,1,0.633195200003684,0,0,1,0,0,0
8,4,0,1,0.355902099981904,0,0,1,0,0,0
